jaar,gebiedcode15,variabele,waarde
2016,T,BHVESTI_P,3.7
2016,Z,BHVESTI_P,
2017,F,BHVESTI_P,2.9
2017,E,BHVESTI_P,4.4
2017,B,BHVESTI_P,1.8
2017,A,BHVESTI_P,8.9
2017,Z,BHVESTI_P,
2017,T,BHVESTI_P,3.8
2017,N,BHVESTI_P,3
2017,M,BHVESTI_P,3.1
2017,K,BHVESTI_P,4.1
2018,B,BHVESTI_P,2.1
2018,A,BHVESTI_P,9.1
2018,T,BHVESTI_P,3.9
2018,N,BHVESTI_P,3.2
2018,Z,BHVESTI_P,
2018,M,BHVESTI_P,3.3
2018,K,BHVESTI_P,4.4
2018,F,BHVESTI_P,3
2018,E,BHVESTI_P,4.5
2008,Z,BHVESTJ,
2008,A,BHVESTJ,1418
2008,B,BHVESTJ,61
2008,E,BHVESTJ,1006
2008,F,BHVESTJ,425
2008,K,BHVESTJ,1181
2008,M,BHVESTJ,830
2008,N,BHVESTJ,313
2008,T,BHVESTJ,315
2009,A,BHVESTJ,1422
2009,B,BHVESTJ,59
2009,E,BHVESTJ,1047
2009,F,BHVESTJ,456
2009,K,BHVESTJ,1203
2009,M,BHVESTJ,932
2009,N,BHVESTJ,333
2009,Z,BHVESTJ,
2009,T,BHVESTJ,341
2010,A,BHVESTJ,1731
2010,B,BHVESTJ,56
2010,E,BHVESTJ,1360
2010,F,BHVESTJ,505
2010,K,BHVESTJ,1502
2010,M,BHVESTJ,1170
2010,N,BHVESTJ,404
2010,Z,BHVESTJ,
2010,T,BHVESTJ,350
2011,A,BHVESTJ,1865
2011,B,BHVESTJ,60
2011,E,BHVESTJ,1481
2011,F,BHVESTJ,548
2011,K,BHVESTJ,1608
2011,M,BHVESTJ,1297
2011,Z,BHVESTJ,
2011,T,BHVESTJ,364
2011,N,BHVESTJ,431
2012,A,BHVESTJ,1930
2012,B,BHVESTJ,66
2012,E,BHVESTJ,1574
2012,F,BHVESTJ,596
2012,K,BHVESTJ,1628
2012,M,BHVESTJ,1354
2012,N,BHVESTJ,487
2012,Z,BHVESTJ,
2012,T,BHVESTJ,389
2013,A,BHVESTJ,1996
2013,B,BHVESTJ,78
2013,E,BHVESTJ,1664
2013,F,BHVESTJ,654
2013,Z,BHVESTJ,
2013,K,BHVESTJ,1688
2013,M,BHVESTJ,1437
2013,N,BHVESTJ,511
2013,T,BHVESTJ,430
2014,A,BHVESTJ,2064
2014,B,BHVESTJ,99
2014,E,BHVESTJ,1742
2014,F,BHVESTJ,701
2014,Z,BHVESTJ,
2014,T,BHVESTJ,430
2014,K,BHVESTJ,1739
2014,M,BHVESTJ,1525
2014,N,BHVESTJ,588
2015,A,BHVESTJ,2132
2015,Z,BHVESTJ,
2015,B,BHVESTJ,95
2015,E,BHVESTJ,1829
2015,F,BHVESTJ,721
2015,K,BHVESTJ,1791
2015,M,BHVESTJ,1605
2015,N,BHVESTJ,650
2015,T,BHVESTJ,461
2016,A,BHVESTJ,2160
2016,B,BHVESTJ,107
2016,E,BHVESTJ,1970
2016,F,BHVESTJ,800
2016,K,BHVESTJ,1864
2016,M,BHVESTJ,1715
2016,N,BHVESTJ,688
2016,Z,BHVESTJ,
2016,T,BHVESTJ,477
2017,A,BHVESTJ,2262
2017,B,BHVESTJ,115
2017,E,BHVESTJ,1980
2017,F,BHVESTJ,889
2017,Z,BHVESTJ,
2017,K,BHVESTJ,1895
2017,M,BHVESTJ,1797
2017,N,BHVESTJ,753
2017,T,BHVESTJ,509
2018,A,BHVESTJ,2316
2018,B,BHVESTJ,137
2018,E,BHVESTJ,2019
2018,F,BHVESTJ,1001
2018,K,BHVESTJ,1998
2018,M,BHVESTJ,1909
2018,Z,BHVESTJ,
2018,N,BHVESTJ,845
2018,T,BHVESTJ,569
2008,Z,BHVESTJ_P,
2008,T,BHVESTJ_P,7.9
2008,N,BHVESTJ_P,6.3
2008,M,BHVESTJ_P,10.8
2008,K,BHVESTJ_P,8.1
2008,F,BHVESTJ_P,6
2008,E,BHVESTJ_P,10.1
2008,B,BHVESTJ_P,6.3
2008,A,BHVESTJ_P,9.6
2009,A,BHVESTJ_P,9.1
2009,E,BHVESTJ_P,9.6
2009,B,BHVESTJ_P,6
2009,N,BHVESTJ_P,6.2
2009,M,BHVESTJ_P,10.7
2009,K,BHVESTJ_P,7.8
2009,F,BHVESTJ_P,5.8
2009,T,BHVESTJ_P,7.8
2009,Z,BHVESTJ_P,
2010,E,BHVESTJ_P,10
2010,B,BHVESTJ_P,5.6
2010,A,BHVESTJ_P,9.6
2010,N,BHVESTJ_P,6.8
2010,M,BHVESTJ_P,10.6
2010,K,BHVESTJ_P,8.5
2010,F,BHVESTJ_P,5.9
2010,Z,BHVESTJ_P,
2010,T,BHVESTJ_P,7.6
2011,A,BHVESTJ_P,9.6
2011,M,BHVESTJ_P,10.5
2011,K,BHVESTJ_P,8.5
2011,F,BHVESTJ_P,5.9
2011,E,BHVESTJ_P,9.9
2011,B,BHVESTJ_P,5.6
2011,T,BHVESTJ_P,7.4
2011,Z,BHVESTJ_P,
2011,N,BHVESTJ_P,6.8
2012,A,BHVESTJ_P,9.5
2012,K,BHVESTJ_P,8.3
2012,F,BHVESTJ_P,6.1
2012,E,BHVESTJ_P,10
2012,B,BHVESTJ_P,5.9
2012,T,BHVESTJ_P,7.4
2012,Z,BHVESTJ_P,
2012,N,BHVESTJ_P,7.3
2012,M,BHVESTJ_P,10.3
2013,F,BHVESTJ_P,6.3
2013,E,BHVESTJ_P,10
2013,B,BHVESTJ_P,6.6
2013,A,BHVESTJ_P,9.6
2013,Z,BHVESTJ_P,
2013,T,BHVESTJ_P,7.9
2013,N,BHVESTJ_P,7.3
2013,M,BHVESTJ_P,10.3
2013,K,BHVESTJ_P,8.3
2014,A,BHVESTJ_P,9.6
2014,F,BHVESTJ_P,6.5
2014,E,BHVESTJ_P,9.9
2014,B,BHVESTJ_P,7.9
2014,Z,BHVESTJ_P,
2014,T,BHVESTJ_P,7.6
2014,N,BHVESTJ_P,7.9
2014,M,BHVESTJ_P,10.4
2014,K,BHVESTJ_P,8.3
2015,A,BHVESTJ_P,9.6
2015,Z,BHVESTJ_P,
2015,T,BHVESTJ_P,7.8
2015,N,BHVESTJ_P,8.1
2015,M,BHVESTJ_P,10.3
2015,K,BHVESTJ_P,8.2
2015,F,BHVESTJ_P,6.2
2015,E,BHVESTJ_P,9.8
2015,B,BHVESTJ_P,7.7
2016,E,BHVESTJ_P,9.9
2016,B,BHVESTJ_P,7.9
2016,A,BHVESTJ_P,9.4
2016,N,BHVESTJ_P,8.1
2016,M,BHVESTJ_P,10.5
2016,K,BHVESTJ_P,8.3
2016,F,BHVESTJ_P,6.5
2016,T,BHVESTJ_P,7.7
2016,Z,BHVESTJ_P,
2017,F,BHVESTJ_P,6.6
2017,E,BHVESTJ_P,9.8
2017,B,BHVESTJ_P,8.3
2017,A,BHVESTJ_P,9.8
2017,Z,BHVESTJ_P,
2017,T,BHVESTJ_P,7.6
2017,N,BHVESTJ_P,8.1
2017,M,BHVESTJ_P,10.5
2017,K,BHVESTJ_P,8.3
2018,B,BHVESTJ_P,9.4
2018,A,BHVESTJ_P,9.8
2018,T,BHVESTJ_P,7.8
2018,N,BHVESTJ_P,8.4
2018,Z,BHVESTJ_P,
2018,M,BHVESTJ_P,10.5
2018,K,BHVESTJ_P,8.4
2018,F,BHVESTJ_P,6.9
2018,E,BHVESTJ_P,9.6
2008,Z,BHVESTK,
2008,A,BHVESTK,965
2008,B,BHVESTK,58
2008,E,BHVESTK,327
2008,F,BHVESTK,357
2008,K,BHVESTK,1195
2008,M,BHVESTK,364
2008,N,BHVESTK,199
2008,T,BHVESTK,208
2009,A,BHVESTK,938
2009,B,BHVESTK,58
2009,E,BHVESTK,312
2009,F,BHVESTK,359
2009,K,BHVESTK,1146
2009,M,BHVESTK,367
2009,N,BHVESTK,196
2009,Z,BHVESTK,
2009,T,BHVESTK,212
2010,A,BHVESTK,872
2010,B,BHVESTK,54
2010,E,BHVESTK,280
2010,F,BHVESTK,347
2010,K,BHVESTK,1066
2010,M,BHVESTK,358
2010,N,BHVESTK,176
2010,Z,BHVESTK,
2010,T,BHVESTK,194
2011,A,BHVESTK,852
2011,B,BHVESTK,60
2011,E,BHVESTK,267
2011,F,BHVESTK,321
2011,K,BHVESTK,1036
2011,M,BHVESTK,343
2011,Z,BHVESTK,
2011,T,BHVESTK,190
2011,N,BHVESTK,183
2012,A,BHVESTK,842
2012,B,BHVESTK,61
2012,E,BHVESTK,268
2012,F,BHVESTK,317
2012,K,BHVESTK,1028
2012,M,BHVESTK,354
2012,N,BHVESTK,171
2012,Z,BHVESTK,
2012,T,BHVESTK,194
2013,A,BHVESTK,827
2013,B,BHVESTK,58
2013,E,BHVESTK,270
2013,F,BHVESTK,309
2013,Z,BHVESTK,
2013,K,BHVESTK,991
2013,M,BHVESTK,364
2013,N,BHVESTK,176
2013,T,BHVESTK,191
2014,A,BHVESTK,790
2014,B,BHVESTK,62
2014,E,BHVESTK,261
2014,F,BHVESTK,312
2014,Z,BHVESTK,
2014,T,BHVESTK,187
2014,K,BHVESTK,970
2014,M,BHVESTK,344
2014,N,BHVESTK,176
2015,A,BHVESTK,801
2015,Z,BHVESTK,
2015,B,BHVESTK,65
2015,E,BHVESTK,274
2015,F,BHVESTK,316
2015,K,BHVESTK,960
2015,M,BHVESTK,340
2015,N,BHVESTK,167
2015,T,BHVESTK,192
2016,A,BHVESTK,792
2016,B,BHVESTK,70
2016,E,BHVESTK,270
2016,F,BHVESTK,320
2016,K,BHVESTK,923
2016,M,BHVESTK,338
2016,N,BHVESTK,167
2016,Z,BHVESTK,
2016,T,BHVESTK,188
2017,A,BHVESTK,816
2017,B,BHVESTK,66
2017,E,BHVESTK,261
2017,F,BHVESTK,320
2017,Z,BHVESTK,
2017,K,BHVESTK,952
2017,M,BHVESTK,347
2017,N,BHVESTK,181
2017,T,BHVESTK,201
2018,A,BHVESTK,786
2018,B,BHVESTK,58
2018,E,BHVESTK,249
2018,F,BHVESTK,313
2018,K,BHVESTK,951
2018,M,BHVESTK,350
2018,Z,BHVESTK,
2018,N,BHVESTK,187
2018,T,BHVESTK,196
2016,E,BHVESTKANTINE,8
2016,B,BHVESTKANTINE,0
2016,A,BHVESTKANTINE,4
2016,N,BHVESTKANTINE,7
2016,M,BHVESTKANTINE,6
2016,K,BHVESTKANTINE,17
2016,F,BHVESTKANTINE,7
2016,T,BHVESTKANTINE,5
2016,Z,BHVESTKANTINE,
2017,F,BHVESTKANTINE,8
2017,E,BHVESTKANTINE,10
2017,B,BHVESTKANTINE,0
2017,A,BHVESTKANTINE,7
2017,Z,BHVESTKANTINE,
2017,T,BHVESTKANTINE,3
2017,N,BHVESTKANTINE,7
2017,M,BHVESTKANTINE,7
2017,K,BHVESTKANTINE,16
2018,B,BHVESTKANTINE,0
2018,A,BHVESTKANTINE,7
2018,T,BHVESTKANTINE,3
2018,N,BHVESTKANTINE,7
2018,Z,BHVESTKANTINE,
2018,M,BHVESTKANTINE,7
2018,K,BHVESTKANTINE,13
2018,F,BHVESTKANTINE,7
2018,E,BHVESTKANTINE,8
2008,Z,BHVESTK_P,
2008,A,BHVESTK_P,6.5
2008,B,BHVESTK_P,5.9
2008,E,BHVESTK_P,3.3
2008,F,BHVESTK_P,5
2008,K,BHVESTK_P,8.2
2008,M,BHVESTK_P,4.7
2008,N,BHVESTK_P,4
2008,T,BHVESTK_P,5.2
2009,A,BHVESTK_P,6
2009,B,BHVESTK_P,5.9
2009,E,BHVESTK_P,2.8
2009,F,BHVESTK_P,4.5
2009,K,BHVESTK_P,7.5
2009,M,BHVESTK_P,4.2
2009,N,BHVESTK_P,3.6
2009,Z,BHVESTK_P,
2009,T,BHVESTK_P,4.9
2010,A,BHVESTK_P,4.8
2010,B,BHVESTK_P,5.4
2010,E,BHVESTK_P,2.1
2010,F,BHVESTK_P,4
2010,K,BHVESTK_P,6
2010,M,BHVESTK_P,3.2
2010,N,BHVESTK_P,2.9
2010,Z,BHVESTK_P,
2010,T,BHVESTK_P,4.2
2011,A,BHVESTK_P,4.4
2011,B,BHVESTK_P,5.6
2011,E,BHVESTK_P,1.8
2011,F,BHVESTK_P,3.5
2011,K,BHVESTK_P,5.5
2011,M,BHVESTK_P,2.8
2011,Z,BHVESTK_P,
2011,T,BHVESTK_P,3.9
2011,N,BHVESTK_P,2.9
2012,A,BHVESTK_P,4.2
2012,B,BHVESTK_P,5.5
2012,E,BHVESTK_P,1.7
2012,F,BHVESTK_P,3.2
2012,K,BHVESTK_P,5.3
2012,M,BHVESTK_P,2.7
2012,N,BHVESTK_P,2.6
2012,Z,BHVESTK_P,
2012,T,BHVESTK_P,3.7
2013,A,BHVESTK_P,4
2013,B,BHVESTK_P,4.9
2013,E,BHVESTK_P,1.6
2013,F,BHVESTK_P,3
2013,Z,BHVESTK_P,
2013,K,BHVESTK_P,4.9
2013,M,BHVESTK_P,2.6
2013,N,BHVESTK_P,2.5
2013,T,BHVESTK_P,3.5
2014,A,BHVESTK_P,3.7
2014,B,BHVESTK_P,5
2014,E,BHVESTK_P,1.5
2014,F,BHVESTK_P,2.9
2014,Z,BHVESTK_P,
2014,T,BHVESTK_P,3.3
2014,K,BHVESTK_P,4.6
2014,M,BHVESTK_P,2.3
2014,N,BHVESTK_P,2.4
2015,A,BHVESTK_P,3.6
2015,Z,BHVESTK_P,
2015,B,BHVESTK_P,5.2
2015,E,BHVESTK_P,1.5
2015,F,BHVESTK_P,2.7
2015,K,BHVESTK_P,4.4
2015,M,BHVESTK_P,2.2
2015,N,BHVESTK_P,2.1
2015,T,BHVESTK_P,3.2
2016,A,BHVESTK_P,3.5
2016,B,BHVESTK_P,5.2
2016,E,BHVESTK_P,1.4
2016,F,BHVESTK_P,2.6
2016,K,BHVESTK_P,4.1
2016,M,BHVESTK_P,2.1
2016,N,BHVESTK_P,2
2016,Z,BHVESTK_P,
2016,T,BHVESTK_P,3
2017,A,BHVESTK_P,3.5
2017,B,BHVESTK_P,4.8
2017,E,BHVESTK_P,1.3
2017,F,BHVESTK_P,2.4
2017,Z,BHVESTK_P,
2017,K,BHVESTK_P,4.2
2017,M,BHVESTK_P,2
2017,N,BHVESTK_P,1.9
2017,T,BHVESTK_P,3
2018,A,BHVESTK_P,3.3
2018,B,BHVESTK_P,4
2018,E,BHVESTK_P,1.2
2018,F,BHVESTK_P,2.1
2018,K,BHVESTK_P,4
2018,M,BHVESTK_P,1.9
2018,Z,BHVESTK_P,
2018,N,BHVESTK_P,1.9
2018,T,BHVESTK_P,2.7
2008,Z,BHVESTL,
2008,T,BHVESTL,46
2008,N,BHVESTL,54
2008,M,BHVESTL,90
2008,K,BHVESTL,473
2008,F,BHVESTL,86
2008,E,BHVESTL,128
2008,B,BHVESTL,11
2008,A,BHVESTL,315
2009,A,BHVESTL,306
2009,E,BHVESTL,128
2009,B,BHVESTL,11
2009,N,BHVESTL,55
2009,M,BHVESTL,107
2009,K,BHVESTL,484
2009,F,BHVESTL,91
2009,T,BHVESTL,50
2009,Z,BHVESTL,
2010,E,BHVESTL,130
2010,B,BHVESTL,13
2010,A,BHVESTL,311
2010,N,BHVESTL,56
2010,M,BHVESTL,106
2010,K,BHVESTL,490
2010,F,BHVESTL,86
2010,Z,BHVESTL,
2010,T,BHVESTL,50
2011,A,BHVESTL,314
2011,M,BHVESTL,111
2011,K,BHVESTL,487
2011,F,BHVESTL,86
2011,E,BHVESTL,134
2011,B,BHVESTL,18
2011,T,BHVESTL,51
2011,Z,BHVESTL,
2011,N,BHVESTL,57
2012,A,BHVESTL,338
2012,K,BHVESTL,476
2012,F,BHVESTL,88
2012,E,BHVESTL,124
2012,B,BHVESTL,17
2012,T,BHVESTL,47
2012,Z,BHVESTL,
2012,N,BHVESTL,56
2012,M,BHVESTL,111
2013,F,BHVESTL,96
2013,E,BHVESTL,127
2013,B,BHVESTL,15
2013,A,BHVESTL,336
2013,Z,BHVESTL,
2013,T,BHVESTL,50
2013,N,BHVESTL,56
2013,M,BHVESTL,116
2013,K,BHVESTL,468
2014,A,BHVESTL,335
2014,F,BHVESTL,98
2014,E,BHVESTL,128
2014,B,BHVESTL,13
2014,Z,BHVESTL,
2014,T,BHVESTL,56
2014,N,BHVESTL,57
2014,M,BHVESTL,117
2014,K,BHVESTL,469
2015,A,BHVESTL,342
2015,Z,BHVESTL,
2015,T,BHVESTL,52
2015,N,BHVESTL,55
2015,M,BHVESTL,114
2015,K,BHVESTL,478
2015,F,BHVESTL,107
2015,E,BHVESTL,135
2015,B,BHVESTL,12
2016,E,BHVESTL,155
2016,B,BHVESTL,13
2016,A,BHVESTL,362
2016,N,BHVESTL,61
2016,M,BHVESTL,122
2016,K,BHVESTL,498
2016,F,BHVESTL,130
2016,T,BHVESTL,61
2016,Z,BHVESTL,
2017,F,BHVESTL,125
2017,E,BHVESTL,172
2017,B,BHVESTL,19
2017,A,BHVESTL,390
2017,Z,BHVESTL,
2017,T,BHVESTL,75
2017,N,BHVESTL,70
2017,M,BHVESTL,131
2017,K,BHVESTL,527
2018,B,BHVESTL,17
2018,A,BHVESTL,391
2018,T,BHVESTL,76
2018,N,BHVESTL,81
2018,Z,BHVESTL,
2018,M,BHVESTL,146
2018,K,BHVESTL,540
2018,F,BHVESTL,136
2018,E,BHVESTL,173
2008,Z,BHVESTL_P,
2008,A,BHVESTL_P,2.1
2008,B,BHVESTL_P,1.1
2008,E,BHVESTL_P,1.3
2008,F,BHVESTL_P,1.2
2008,K,BHVESTL_P,3.3
2008,M,BHVESTL_P,1.2
2008,N,BHVESTL_P,1.1
2008,T,BHVESTL_P,1.2
2009,A,BHVESTL_P,2
2009,B,BHVESTL_P,1.1
2009,E,BHVESTL_P,1.2
2009,F,BHVESTL_P,1.1
2009,K,BHVESTL_P,3.2
2009,M,BHVESTL_P,1.2
2009,N,BHVESTL_P,1
2009,Z,BHVESTL_P,
2009,T,BHVESTL_P,1.1
2010,A,BHVESTL_P,1.7
2010,B,BHVESTL_P,1.3
2010,E,BHVESTL_P,1
2010,F,BHVESTL_P,1
2010,K,BHVESTL_P,2.8
2010,M,BHVESTL_P,1
2010,N,BHVESTL_P,0.9
2010,Z,BHVESTL_P,
2010,T,BHVESTL_P,1.1
2011,A,BHVESTL_P,1.6
2011,B,BHVESTL_P,1.7
2011,E,BHVESTL_P,0.9
2011,F,BHVESTL_P,0.9
2011,K,BHVESTL_P,2.6
2011,M,BHVESTL_P,0.9
2011,Z,BHVESTL_P,
2011,T,BHVESTL_P,1
2011,N,BHVESTL_P,0.9
2012,A,BHVESTL_P,1.7
2012,B,BHVESTL_P,1.5
2012,E,BHVESTL_P,0.8
2012,F,BHVESTL_P,0.9
2012,K,BHVESTL_P,2.4
2012,M,BHVESTL_P,0.8
2012,N,BHVESTL_P,0.8
2012,Z,BHVESTL_P,
2012,T,BHVESTL_P,0.9
2013,A,BHVESTL_P,1.6
2013,B,BHVESTL_P,1.3
2013,E,BHVESTL_P,0.8
2013,F,BHVESTL_P,0.9
2013,Z,BHVESTL_P,
2013,K,BHVESTL_P,2.3
2013,M,BHVESTL_P,0.8
2013,N,BHVESTL_P,0.8
2013,T,BHVESTL_P,0.9
2014,A,BHVESTL_P,1.6
2014,B,BHVESTL_P,1
2014,E,BHVESTL_P,0.7
2014,F,BHVESTL_P,0.9
2014,Z,BHVESTL_P,
2014,T,BHVESTL_P,1
2014,K,BHVESTL_P,2.2
2014,M,BHVESTL_P,0.8
2014,N,BHVESTL_P,0.8
2015,A,BHVESTL_P,1.5
2015,Z,BHVESTL_P,
2015,B,BHVESTL_P,1
2015,E,BHVESTL_P,0.7
2015,F,BHVESTL_P,0.9
2015,K,BHVESTL_P,2.2
2015,M,BHVESTL_P,0.7
2015,N,BHVESTL_P,0.7
2015,T,BHVESTL_P,0.9
2016,A,BHVESTL_P,1.6
2016,B,BHVESTL_P,1
2016,E,BHVESTL_P,0.8
2016,F,BHVESTL_P,1.1
2016,K,BHVESTL_P,2.2
2016,M,BHVESTL_P,0.7
2016,N,BHVESTL_P,0.7
2016,Z,BHVESTL_P,
2016,T,BHVESTL_P,1
2017,A,BHVESTL_P,1.7
2017,B,BHVESTL_P,1.4
2017,E,BHVESTL_P,0.8
2017,F,BHVESTL_P,0.9
2017,Z,BHVESTL_P,
2017,K,BHVESTL_P,2.3
2017,M,BHVESTL_P,0.8
2017,N,BHVESTL_P,0.8
2017,T,BHVESTL_P,1.1
2018,A,BHVESTL_P,1.6
2018,B,BHVESTL_P,1.2
2018,E,BHVESTL_P,0.8
2018,F,BHVESTL_P,0.9
2018,K,BHVESTL_P,2.3
2018,M,BHVESTL_P,0.8
2018,Z,BHVESTL_P,
2018,N,BHVESTL_P,0.8
2018,T,BHVESTL_P,1
2008,Z,BHVESTM,
2008,T,BHVESTM,622
2008,N,BHVESTM,778
2008,M,BHVESTM,1908
2008,K,BHVESTM,4134
2008,F,BHVESTM,1077
2008,E,BHVESTM,2034
2008,B,BHVESTM,132
2008,A,BHVESTM,3361
2009,A,BHVESTM,3833
2009,E,BHVESTM,2431
2009,B,BHVESTM,136
2009,N,BHVESTM,880
2009,M,BHVESTM,2311
2009,K,BHVESTM,4505
2009,F,BHVESTM,1280
2009,T,BHVESTM,704
2009,Z,BHVESTM,
2010,E,BHVESTM,3218
2010,B,BHVESTM,147
2010,A,BHVESTM,4762
2010,N,BHVESTM,1028
2010,M,BHVESTM,3084
2010,K,BHVESTM,5286
2010,F,BHVESTM,1478
2010,Z,BHVESTM,
2010,T,BHVESTM,790
2011,A,BHVESTM,5170
2011,M,BHVESTM,3477
2011,K,BHVESTM,5715
2011,F,BHVESTM,1580
2011,E,BHVESTM,3665
2011,B,BHVESTM,150
2011,T,BHVESTM,812
2011,Z,BHVESTM,
2011,N,BHVESTM,1163
2012,A,BHVESTM,5422
2012,K,BHVESTM,5900
2012,F,BHVESTM,1696
2012,E,BHVESTM,3938
2012,B,BHVESTM,166
2012,T,BHVESTM,841
2012,Z,BHVESTM,
2012,N,BHVESTM,1269
2012,M,BHVESTM,3802
2013,F,BHVESTM,1797
2013,E,BHVESTM,4295
2013,B,BHVESTM,184
2013,A,BHVESTM,5658
2013,Z,BHVESTM,
2013,T,BHVESTM,846
2013,N,BHVESTM,1340
2013,M,BHVESTM,4112
2013,K,BHVESTM,6177
2014,A,BHVESTM,5893
2014,F,BHVESTM,1860
2014,E,BHVESTM,4688
2014,B,BHVESTM,222
2014,Z,BHVESTM,
2014,T,BHVESTM,909
2014,N,BHVESTM,1480
2014,M,BHVESTM,4464
2014,K,BHVESTM,6514
2015,A,BHVESTM,6140
2015,Z,BHVESTM,
2015,T,BHVESTM,962
2015,N,BHVESTM,1607
2015,M,BHVESTM,4732
2015,K,BHVESTM,6839
2015,F,BHVESTM,1994
2015,E,BHVESTM,5006
2015,B,BHVESTM,218
2016,E,BHVESTM,5381
2016,B,BHVESTM,247
2016,A,BHVESTM,6402
2016,N,BHVESTM,1793
2016,M,BHVESTM,5068
2016,K,BHVESTM,7056
2016,F,BHVESTM,2161
2016,T,BHVESTM,1026
2016,Z,BHVESTM,
2017,F,BHVESTM,2297
2017,E,BHVESTM,5546
2017,B,BHVESTM,225
2017,A,BHVESTM,6301
2017,Z,BHVESTM,
2017,T,BHVESTM,1084
2017,N,BHVESTM,1948
2017,M,BHVESTM,5271
2017,K,BHVESTM,7082
2018,B,BHVESTM,246
2018,A,BHVESTM,6525
2018,T,BHVESTM,1141
2018,N,BHVESTM,2145
2018,Z,BHVESTM,
2018,M,BHVESTM,5573
2018,K,BHVESTM,7453
2018,F,BHVESTM,2443
2018,E,BHVESTM,5880
2008,Z,BHVESTM_P,
2008,A,BHVESTM_P,22.7
2008,B,BHVESTM_P,13.5
2008,E,BHVESTM_P,20.5
2008,F,BHVESTM_P,15.1
2008,K,BHVESTM_P,28.4
2008,M,BHVESTM_P,24.8
2008,N,BHVESTM_P,15.6
2008,T,BHVESTM_P,15.7
2009,A,BHVESTM_P,24.7
2009,B,BHVESTM_P,13.8
2009,E,BHVESTM_P,22.2
2009,F,BHVESTM_P,16.2
2009,K,BHVESTM_P,29.4
2009,M,BHVESTM_P,26.6
2009,N,BHVESTM_P,16.3
2009,Z,BHVESTM_P,
2009,T,BHVESTM_P,16.2
2010,A,BHVESTM_P,26.3
2010,B,BHVESTM_P,14.8
2010,E,BHVESTM_P,23.7
2010,F,BHVESTM_P,17.2
2010,K,BHVESTM_P,29.9
2010,M,BHVESTM_P,28
2010,N,BHVESTM_P,17.2
2010,Z,BHVESTM_P,
2010,T,BHVESTM_P,17.1
2011,A,BHVESTM_P,26.5
2011,B,BHVESTM_P,14
2011,E,BHVESTM_P,24.4
2011,F,BHVESTM_P,17.1
2011,K,BHVESTM_P,30.1
2011,M,BHVESTM_P,28.3
2011,Z,BHVESTM_P,
2011,T,BHVESTM_P,16.5
2011,N,BHVESTM_P,18.3
2012,A,BHVESTM_P,26.8
2012,B,BHVESTM_P,14.9
2012,E,BHVESTM_P,24.9
2012,F,BHVESTM_P,17.2
2012,K,BHVESTM_P,30.2
2012,M,BHVESTM_P,28.9
2012,N,BHVESTM_P,19.1
2012,Z,BHVESTM_P,
2012,T,BHVESTM_P,16
2013,A,BHVESTM_P,27.1
2013,B,BHVESTM_P,15.5
2013,E,BHVESTM_P,25.7
2013,F,BHVESTM_P,17.3
2013,Z,BHVESTM_P,
2013,K,BHVESTM_P,30.4
2013,M,BHVESTM_P,29.6
2013,N,BHVESTM_P,19.2
2013,T,BHVESTM_P,15.5
2014,A,BHVESTM_P,27.5
2014,B,BHVESTM_P,17.8
2014,E,BHVESTM_P,26.5
2014,F,BHVESTM_P,17.1
2014,Z,BHVESTM_P,
2014,T,BHVESTM_P,16.1
2014,K,BHVESTM_P,31.1
2014,M,BHVESTM_P,30.4
2014,N,BHVESTM_P,19.8
2015,A,BHVESTM_P,27.6
2015,Z,BHVESTM_P,
2015,B,BHVESTM_P,17.6
2015,E,BHVESTM_P,26.7
2015,F,BHVESTM_P,17.3
2015,K,BHVESTM_P,31.3
2015,M,BHVESTM_P,30.5
2015,N,BHVESTM_P,20.1
2015,T,BHVESTM_P,16.3
2016,A,BHVESTM_P,27.9
2016,B,BHVESTM_P,18.3
2016,E,BHVESTM_P,27.2
2016,F,BHVESTM_P,17.6
2016,K,BHVESTM_P,31.5
2016,M,BHVESTM_P,31
2016,N,BHVESTM_P,21.1
2016,Z,BHVESTM_P,
2016,T,BHVESTM_P,16.5
2017,A,BHVESTM_P,27.3
2017,B,BHVESTM_P,16.3
2017,E,BHVESTM_P,27.4
2017,F,BHVESTM_P,17.1
2017,Z,BHVESTM_P,
2017,K,BHVESTM_P,31
2017,M,BHVESTM_P,30.8
2017,N,BHVESTM_P,20.9
2017,T,BHVESTM_P,16.3
2018,A,BHVESTM_P,27.5
2018,B,BHVESTM_P,16.9
2018,E,BHVESTM_P,27.9
2018,F,BHVESTM_P,16.8
2018,K,BHVESTM_P,31.2
2018,M,BHVESTM_P,30.7
2018,Z,BHVESTM_P,
2018,N,BHVESTM_P,21.3
2018,T,BHVESTM_P,15.6
2008,Z,BHVESTN,
2008,T,BHVESTN,299
2008,N,BHVESTN,285
2008,M,BHVESTN,326
2008,K,BHVESTN,630
2008,F,BHVESTN,495
2008,E,BHVESTN,533
2008,B,BHVESTN,52
2008,A,BHVESTN,561
2009,A,BHVESTN,566
2009,E,BHVESTN,594
2009,B,BHVESTN,53
2009,N,BHVESTN,319
2009,M,BHVESTN,362
2009,K,BHVESTN,680
2009,F,BHVESTN,564
2009,T,BHVESTN,316
2009,Z,BHVESTN,
2010,E,BHVESTN,623
2010,B,BHVESTN,53
2010,A,BHVESTN,614
2010,N,BHVESTN,354
