jaar,gebiedcode15,variabele,waarde
2018,DX07,BHVESTI_P,4.1
2018,DX01,BHVESTI_P,9.8
2018,DX04,BHVESTI_P,3.3
2018,DX05,BHVESTI_P,5.2
2018,DX22,BHVESTI_P,3.6
2018,DX19,BHVESTI_P,2.8
2018,DX17,BHVESTI_P,2.5
2018,DX21,BHVESTI_P,2.3
2018,DX18,BHVESTI_P,3.7
2018,DX20,BHVESTI_P,5
2018,DX15,BHVESTI_P,2.8
2018,DX16,BHVESTI_P,1.9
2018,DX10,BHVESTI_P,3.5
2018,DX09,BHVESTI_P,2.7
2018,DX14,BHVESTI_P,3.1
2018,DX13,BHVESTI_P,4.8
2018,DX08,BHVESTI_P,2
2018,DX11,BHVESTI_P,3.6
2018,DX12,BHVESTI_P,5.6
2018,ZX99,BHVESTI_P,2.1
2008,ZX99,BHVESTJ,61
2008,DX02,BHVESTJ,719
2008,DX04,BHVESTJ,140
2008,DX05,BHVESTJ,535
2008,DX06,BHVESTJ,146
2008,DX01,BHVESTJ,699
2008,DX03,BHVESTJ,331
2008,DX11,BHVESTJ,123
2008,DX10,BHVESTJ,551
2008,DX08,BHVESTJ,92
2008,DX13,BHVESTJ,212
2008,DX07,BHVESTJ,65
2008,DX12,BHVESTJ,507
2008,DX09,BHVESTJ,122
2008,DX16,BHVESTJ,54
2008,DX18,BHVESTJ,200
2008,DX17,BHVESTJ,53
2008,DX19,BHVESTJ,60
2008,DX14,BHVESTJ,323
2008,DX15,BHVESTJ,241
2008,DX21,BHVESTJ,65
2008,DX20,BHVESTJ,160
2008,DX22,BHVESTJ,90
2009,DX09,BHVESTJ,135
2009,DX11,BHVESTJ,133
2009,DX07,BHVESTJ,74
2009,DX10,BHVESTJ,519
2009,DX13,BHVESTJ,235
2009,DX12,BHVESTJ,551
2009,DX08,BHVESTJ,94
2009,DX16,BHVESTJ,74
2009,DX18,BHVESTJ,205
2009,DX14,BHVESTJ,365
2009,DX19,BHVESTJ,62
2009,DX17,BHVESTJ,66
2009,DX20,BHVESTJ,169
2009,DX15,BHVESTJ,258
2009,DX21,BHVESTJ,69
2009,DX22,BHVESTJ,103
2009,DX06,BHVESTJ,153
2009,DX02,BHVESTJ,702
2009,DX04,BHVESTJ,159
2009,DX03,BHVESTJ,344
2009,DX01,BHVESTJ,720
2009,DX05,BHVESTJ,544
2009,ZX99,BHVESTJ,59
2010,DX19,BHVESTJ,74
2010,DX21,BHVESTJ,77
2010,DX17,BHVESTJ,82
2010,DX18,BHVESTJ,248
2010,DX22,BHVESTJ,103
2010,DX20,BHVESTJ,170
2010,DX08,BHVESTJ,118
2010,DX05,BHVESTJ,731
2010,DX07,BHVESTJ,87
2010,DX03,BHVESTJ,426
2010,DX06,BHVESTJ,152
2010,DX09,BHVESTJ,148
2010,DX04,BHVESTJ,203
2010,DX14,BHVESTJ,461
2010,DX11,BHVESTJ,162
2010,DX12,BHVESTJ,713
2010,DX15,BHVESTJ,280
2010,DX13,BHVESTJ,302
2010,DX16,BHVESTJ,127
2010,DX10,BHVESTJ,627
2010,DX02,BHVESTJ,805
2010,DX01,BHVESTJ,926
2010,ZX99,BHVESTJ,56
2011,DX03,BHVESTJ,462
2011,DX06,BHVESTJ,169
2011,DX04,BHVESTJ,226
2011,DX08,BHVESTJ,118
2011,DX05,BHVESTJ,793
2011,DX02,BHVESTJ,884
2011,DX07,BHVESTJ,99
2011,DX12,BHVESTJ,760
2011,DX10,BHVESTJ,680
2011,DX09,BHVESTJ,162
2011,DX14,BHVESTJ,482
2011,DX11,BHVESTJ,168
2011,DX13,BHVESTJ,334
2011,DX22,BHVESTJ,114
2011,DX15,BHVESTJ,314
2011,DX16,BHVESTJ,167
2011,DX17,BHVESTJ,93
2011,DX19,BHVESTJ,83
2011,DX20,BHVESTJ,175
2011,DX18,BHVESTJ,255
2011,DX21,BHVESTJ,75
2011,DX01,BHVESTJ,981
2011,ZX99,BHVESTJ,60
2012,DX15,BHVESTJ,320
2012,DX13,BHVESTJ,356
2012,DX10,BHVESTJ,684
2012,DX11,BHVESTJ,179
2012,DX12,BHVESTJ,765
2012,DX14,BHVESTJ,478
2012,DX20,BHVESTJ,186
2012,DX21,BHVESTJ,79
2012,DX16,BHVESTJ,200
2012,DX17,BHVESTJ,100
2012,DX19,BHVESTJ,103
2012,DX18,BHVESTJ,284
2012,DX22,BHVESTJ,124
2012,DX02,BHVESTJ,897
2012,DX01,BHVESTJ,1033
2012,DX09,BHVESTJ,168
2012,DX06,BHVESTJ,174
2012,DX08,BHVESTJ,130
2012,DX04,BHVESTJ,236
2012,DX03,BHVESTJ,494
2012,DX05,BHVESTJ,844
2012,DX07,BHVESTJ,124
2012,ZX99,BHVESTJ,66
2013,DX22,BHVESTJ,136
2013,DX06,BHVESTJ,190
2013,DX03,BHVESTJ,495
2013,DX05,BHVESTJ,881
2013,DX04,BHVESTJ,288
2013,DX02,BHVESTJ,927
2013,DX07,BHVESTJ,128
2013,DX01,BHVESTJ,1069
2013,DX09,BHVESTJ,188
2013,DX08,BHVESTJ,148
2013,DX10,BHVESTJ,674
2013,DX11,BHVESTJ,204
2013,DX12,BHVESTJ,810
2013,DX13,BHVESTJ,368
2013,DX14,BHVESTJ,504
2013,DX19,BHVESTJ,108
2013,DX20,BHVESTJ,204
2013,DX21,BHVESTJ,90
2013,DX17,BHVESTJ,101
2013,DX15,BHVESTJ,342
2013,DX18,BHVESTJ,302
2013,DX16,BHVESTJ,223
2013,ZX99,BHVESTJ,78
2014,DX07,BHVESTJ,134
2014,DX04,BHVESTJ,291
2014,DX08,BHVESTJ,160
2014,DX05,BHVESTJ,900
2014,DX03,BHVESTJ,551
2014,DX02,BHVESTJ,960
2014,DX06,BHVESTJ,212
2014,DX11,BHVESTJ,223
2014,DX09,BHVESTJ,195
2014,DX13,BHVESTJ,383
2014,DX12,BHVESTJ,822
2014,DX10,BHVESTJ,694
2014,DX14,BHVESTJ,526
2014,DX15,BHVESTJ,371
2014,DX16,BHVESTJ,245
2014,DX22,BHVESTJ,139
2014,DX20,BHVESTJ,206
2014,DX18,BHVESTJ,347
2014,DX19,BHVESTJ,126
2014,DX17,BHVESTJ,115
2014,DX21,BHVESTJ,85
2014,DX01,BHVESTJ,1104
2014,ZX99,BHVESTJ,99
2015,ZX99,BHVESTJ,95
2015,DX07,BHVESTJ,133
2015,DX08,BHVESTJ,162
2015,DX10,BHVESTJ,705
2015,DX11,BHVESTJ,244
2015,DX12,BHVESTJ,842
2015,DX06,BHVESTJ,215
2015,DX09,BHVESTJ,211
2015,DX16,BHVESTJ,240
2015,DX18,BHVESTJ,379
2015,DX15,BHVESTJ,397
2015,DX19,BHVESTJ,136
2015,DX13,BHVESTJ,411
2015,DX14,BHVESTJ,557
2015,DX17,BHVESTJ,135
2015,DX22,BHVESTJ,151
2015,DX20,BHVESTJ,215
2015,DX21,BHVESTJ,95
2015,DX03,BHVESTJ,572
2015,DX02,BHVESTJ,993
2015,DX01,BHVESTJ,1139
2015,DX04,BHVESTJ,321
2015,DX05,BHVESTJ,936
2016,DX13,BHVESTJ,422
2016,DX17,BHVESTJ,157
2016,DX12,BHVESTJ,869
2016,DX14,BHVESTJ,593
2016,DX16,BHVESTJ,253
2016,DX15,BHVESTJ,447
2016,DX18,BHVESTJ,395
2016,DX20,BHVESTJ,227
2016,DX22,BHVESTJ,145
2016,DX21,BHVESTJ,105
2016,DX19,BHVESTJ,136
2016,DX03,BHVESTJ,589
2016,DX05,BHVESTJ,1007
2016,DX04,BHVESTJ,374
2016,DX01,BHVESTJ,1128
2016,DX02,BHVESTJ,1032
2016,DX10,BHVESTJ,716
2016,DX11,BHVESTJ,279
2016,DX06,BHVESTJ,244
2016,DX08,BHVESTJ,184
2016,DX07,BHVESTJ,129
2016,DX09,BHVESTJ,243
2016,ZX99,BHVESTJ,107
2017,DX01,BHVESTJ,1166
2017,DX02,BHVESTJ,1096
2017,DX03,BHVESTJ,574
2017,DX08,BHVESTJ,205
2017,DX06,BHVESTJ,265
2017,DX04,BHVESTJ,393
2017,DX10,BHVESTJ,701
2017,DX07,BHVESTJ,139
2017,DX05,BHVESTJ,1013
2017,DX09,BHVESTJ,280
2017,DX11,BHVESTJ,329
2017,DX15,BHVESTJ,488
2017,DX14,BHVESTJ,618
2017,DX17,BHVESTJ,178
2017,DX12,BHVESTJ,865
2017,DX13,BHVESTJ,407
2017,DX16,BHVESTJ,284
2017,DX21,BHVESTJ,107
2017,DX19,BHVESTJ,139
2017,DX22,BHVESTJ,154
2017,DX18,BHVESTJ,436
2017,DX20,BHVESTJ,248
2017,ZX99,BHVESTJ,115
2018,DX03,BHVESTJ,586
2018,DX01,BHVESTJ,1170
2018,DX07,BHVESTJ,168
2018,DX02,BHVESTJ,1146
2018,DX06,BHVESTJ,266
2018,DX04,BHVESTJ,387
2018,DX05,BHVESTJ,1046
2018,ZX99,BHVESTJ,137
2018,DX14,BHVESTJ,654
2018,DX09,BHVESTJ,331
2018,DX10,BHVESTJ,738
2018,DX11,BHVESTJ,355
2018,DX08,BHVESTJ,236
2018,DX12,BHVESTJ,905
2018,DX13,BHVESTJ,430
2018,DX15,BHVESTJ,506
2018,DX19,BHVESTJ,160
2018,DX17,BHVESTJ,192
2018,DX18,BHVESTJ,493
2018,DX20,BHVESTJ,283
2018,DX16,BHVESTJ,319
2018,DX21,BHVESTJ,127
2018,DX22,BHVESTJ,159
2008,ZX99,BHVESTJ_P,6.3
2008,DX20,BHVESTJ_P,8.1
2008,DX21,BHVESTJ_P,7.7
2008,DX22,BHVESTJ_P,7.8
2008,DX19,BHVESTJ_P,4.8
2008,DX15,BHVESTJ_P,11.3
2008,DX16,BHVESTJ_P,9.7
2008,DX14,BHVESTJ_P,11.3
2008,DX17,BHVESTJ_P,4
2008,DX18,BHVESTJ_P,8.2
2008,DX11,BHVESTJ_P,5.2
2008,DX09,BHVESTJ_P,6.7
2008,DX08,BHVESTJ_P,6.5
2008,DX13,BHVESTJ_P,9.9
2008,DX07,BHVESTJ_P,4.4
2008,DX12,BHVESTJ_P,9.4
2008,DX10,BHVESTJ_P,8.1
2008,DX03,BHVESTJ_P,12
2008,DX06,BHVESTJ_P,6.1
2008,DX01,BHVESTJ_P,8.5
2008,DX05,BHVESTJ_P,9.8
2008,DX02,BHVESTJ_P,11
2008,DX04,BHVESTJ_P,8.2
2009,DX01,BHVESTJ_P,8.4
2009,DX06,BHVESTJ_P,5.7
2009,DX03,BHVESTJ_P,11.3
2009,DX02,BHVESTJ_P,10.1
2009,DX04,BHVESTJ_P,8.4
2009,DX05,BHVESTJ_P,9
2009,DX22,BHVESTJ_P,8.1
2009,DX21,BHVESTJ_P,6.9
2009,DX16,BHVESTJ_P,8.8
2009,DX18,BHVESTJ_P,7.9
2009,DX19,BHVESTJ_P,4.5
2009,DX15,BHVESTJ_P,11.1
2009,DX20,BHVESTJ_P,8.1
2009,DX17,BHVESTJ_P,4.6
2009,DX14,BHVESTJ_P,11.5
2009,DX09,BHVESTJ_P,6.8
2009,DX11,BHVESTJ_P,5.3
2009,DX10,BHVESTJ_P,7.4
2009,DX07,BHVESTJ_P,4.3
2009,DX13,BHVESTJ_P,9.9
2009,DX08,BHVESTJ_P,6.1
2009,DX12,BHVESTJ_P,9.5
2009,ZX99,BHVESTJ_P,6
2010,DX01,BHVESTJ_P,9.1
2010,DX02,BHVESTJ_P,10.1
2010,DX12,BHVESTJ_P,10.1
2010,DX14,BHVESTJ_P,11.7
2010,DX10,BHVESTJ_P,7.8
2010,DX13,BHVESTJ_P,9.8
2010,DX16,BHVESTJ_P,10.4
2010,DX15,BHVESTJ_P,10.1
2010,DX11,BHVESTJ_P,6.1
2010,DX04,BHVESTJ_P,8.9
2010,DX03,BHVESTJ_P,11.3
2010,DX05,BHVESTJ_P,9.7
2010,DX08,BHVESTJ_P,6.7
2010,DX06,BHVESTJ_P,5.5
2010,DX07,BHVESTJ_P,4.6
2010,DX09,BHVESTJ_P,6.8
2010,DX21,BHVESTJ_P,6.9
2010,DX17,BHVESTJ_P,5.1
2010,DX22,BHVESTJ_P,7.6
2010,DX20,BHVESTJ_P,7.9
2010,DX18,BHVESTJ_P,8.6
2010,DX19,BHVESTJ_P,4.9
2010,ZX99,BHVESTJ_P,5.6
2011,DX01,BHVESTJ_P,9
2011,DX20,BHVESTJ_P,7.8
2011,DX16,BHVESTJ_P,10.9
2011,DX15,BHVESTJ_P,10.6
2011,DX17,BHVESTJ_P,5.5
2011,DX19,BHVESTJ_P,5.3
2011,DX21,BHVESTJ_P,6.2
2011,DX18,BHVESTJ_P,8.2
2011,DX22,BHVESTJ_P,7.6
2011,DX09,BHVESTJ_P,6.8
2011,DX12,BHVESTJ_P,9.9
2011,DX14,BHVESTJ_P,11.1
2011,DX13,BHVESTJ_P,9.6
2011,DX10,BHVESTJ_P,7.9
2011,DX11,BHVESTJ_P,6.1
2011,DX08,BHVESTJ_P,6.4
2011,DX06,BHVESTJ_P,5.7
2011,DX05,BHVESTJ_P,9.6
2011,DX03,BHVESTJ_P,11
2011,DX02,BHVESTJ_P,10.2
2011,DX07,BHVESTJ_P,4.8
2011,DX04,BHVESTJ_P,8.9
2011,ZX99,BHVESTJ_P,5.6
2012,DX09,BHVESTJ_P,6.6
2012,DX07,BHVESTJ_P,5.6
2012,DX03,BHVESTJ_P,11.2
2012,DX06,BHVESTJ_P,5.5
2012,DX04,BHVESTJ_P,8.7
2012,DX05,BHVESTJ_P,9.7
2012,DX08,BHVESTJ_P,6.9
2012,DX02,BHVESTJ_P,10
2012,DX01,BHVESTJ_P,9.1
2012,DX19,BHVESTJ_P,6.3
2012,DX17,BHVESTJ_P,5.8
2012,DX18,BHVESTJ_P,8.7
2012,DX20,BHVESTJ_P,8
2012,DX16,BHVESTJ_P,10.6
2012,DX22,BHVESTJ_P,7.6
2012,DX21,BHVESTJ_P,6
2012,DX14,BHVESTJ_P,10.5
2012,DX11,BHVESTJ_P,6.3
2012,DX10,BHVESTJ_P,7.8
2012,DX13,BHVESTJ_P,9.8
2012,DX15,BHVESTJ_P,10.4
2012,DX12,BHVESTJ_P,9.6
2012,ZX99,BHVESTJ_P,5.9
2013,DX17,BHVESTJ_P,5.4
2013,DX20,BHVESTJ_P,8.4
2013,DX16,BHVESTJ_P,10.5
2013,DX19,BHVESTJ_P,6.3
2013,DX18,BHVESTJ_P,8.9
2013,DX21,BHVESTJ_P,6.5
2013,DX15,BHVESTJ_P,10.5
2013,DX10,BHVESTJ_P,7.5
2013,DX12,BHVESTJ_P,9.7
2013,DX09,BHVESTJ_P,7
2013,DX08,BHVESTJ_P,7.4
2013,DX11,BHVESTJ_P,6.8
2013,DX14,BHVESTJ_P,10.5
2013,DX13,BHVESTJ_P,9.8
2013,DX03,BHVESTJ_P,10.9
2013,DX02,BHVESTJ_P,10
2013,DX07,BHVESTJ_P,5.5
2013,DX04,BHVESTJ_P,9.6
2013,DX05,BHVESTJ_P,9.6
2013,DX01,BHVESTJ_P,9.2
2013,DX06,BHVESTJ_P,5.7
2013,DX22,BHVESTJ_P,8.2
2013,ZX99,BHVESTJ_P,6.6
2014,DX01,BHVESTJ_P,9.2
2014,DX18,BHVESTJ_P,9.5
2014,DX21,BHVESTJ_P,5.8
2014,DX22,BHVESTJ_P,8.3
2014,DX19,BHVESTJ_P,6.9
2014,DX20,BHVESTJ_P,8.2
2014,DX17,BHVESTJ_P,5.8
2014,DX16,BHVESTJ_P,10.7
2014,DX15,BHVESTJ_P,10.7
2014,DX14,BHVESTJ_P,10.5
2014,DX13,BHVESTJ_P,9.8
2014,DX11,BHVESTJ_P,7.2
2014,DX09,BHVESTJ_P,6.9
2014,DX12,BHVESTJ_P,9.5
2014,DX10,BHVESTJ_P,7.5
2014,DX08,BHVESTJ_P,7.7
2014,DX04,BHVESTJ_P,9.2
2014,DX06,BHVESTJ_P,6
2014,DX05,BHVESTJ_P,9.3
2014,DX07,BHVESTJ_P,5.5
2014,DX02,BHVESTJ_P,10.2
2014,DX03,BHVESTJ_P,11.3
2014,ZX99,BHVESTJ_P,7.9
2015,ZX99,BHVESTJ_P,7.7
2015,DX04,BHVESTJ_P,9.4
2015,DX05,BHVESTJ_P,9.2
2015,DX01,BHVESTJ_P,9.2
2015,DX03,BHVESTJ_P,11.2
2015,DX02,BHVESTJ_P,10.1
2015,DX20,BHVESTJ_P,8.2
2015,DX22,BHVESTJ_P,8.5
2015,DX21,BHVESTJ_P,6.3
2015,DX13,BHVESTJ_P,9.8
2015,DX15,BHVESTJ_P,11
2015,DX17,BHVESTJ_P,6.3
2015,DX19,BHVESTJ_P,7
2015,DX16,BHVESTJ_P,9.8
2015,DX18,BHVESTJ_P,9.7
2015,DX14,BHVESTJ_P,10.6
2015,DX08,BHVESTJ_P,7.4
2015,DX11,BHVESTJ_P,7.5
2015,DX06,BHVESTJ_P,5.7
2015,DX09,BHVESTJ_P,7
2015,DX10,BHVESTJ_P,7.4
2015,DX12,BHVESTJ_P,9.4
2015,DX07,BHVESTJ_P,5.1
2016,DX11,BHVESTJ_P,8.1
2016,DX10,BHVESTJ_P,7.4
2016,DX06,BHVESTJ_P,6.1
2016,DX09,BHVESTJ_P,7.4
2016,DX07,BHVESTJ_P,4.8
2016,DX08,BHVESTJ_P,8.1
2016,DX03,BHVESTJ_P,11
2016,DX02,BHVESTJ_P,10.1
2016,DX01,BHVESTJ_P,8.9
2016,DX04,BHVESTJ_P,9.9
2016,DX05,BHVESTJ_P,9.4
2016,DX20,BHVESTJ_P,8.2
2016,DX22,BHVESTJ_P,7.9
2016,DX21,BHVESTJ_P,6.6
2016,DX19,BHVESTJ_P,6.8
2016,DX17,BHVESTJ_P,6.8
2016,DX14,BHVESTJ_P,10.7
2016,DX18,BHVESTJ_P,9.5
2016,DX12,BHVESTJ_P,9.4
2016,DX16,BHVESTJ_P,9.8
2016,DX13,BHVESTJ_P,9.7
2016,DX15,BHVESTJ_P,11.6
2016,ZX99,BHVESTJ_P,7.9
2017,DX21,BHVESTJ_P,6.1
2017,DX22,BHVESTJ_P,8.1
2017,DX19,BHVESTJ_P,6.2
2017,DX18,BHVESTJ_P,9.6
2017,DX20,BHVESTJ_P,8.3
2017,DX15,BHVESTJ_P,12
2017,DX14,BHVESTJ_P,10.7
2017,DX12,BHVESTJ_P,9.3
2017,DX17,BHVESTJ_P,7.1
2017,DX13,BHVESTJ_P,9.1
2017,DX11,BHVESTJ_P,8.9
2017,DX16,BHVESTJ_P,10.2
2017,DX06,BHVESTJ_P,6.1
2017,DX08,BHVESTJ_P,8.2
2017,DX04,BHVESTJ_P,9.9
2017,DX07,BHVESTJ_P,4.8
2017,DX05,BHVESTJ_P,9.3
2017,DX10,BHVESTJ_P,7.2
2017,DX09,BHVESTJ_P,7.7
2017,DX03,BHVESTJ_P,10.6
2017,DX02,BHVESTJ_P,10.7
2017,DX01,BHVESTJ_P,9.1
2017,ZX99,BHVESTJ_P,8.3
2018,DX01,BHVESTJ_P,8.9
2018,DX02,BHVESTJ_P,10.8
2018,DX06,BHVESTJ_P,5.6
2018,DX03,BHVESTJ_P,10.4
2018,DX05,BHVESTJ_P,9.3
2018,DX04,BHVESTJ_P,9.3
2018,DX07,BHVESTJ_P,5.3
2018,DX22,BHVESTJ_P,7.7
2018,DX17,BHVESTJ_P,7
2018,DX18,BHVESTJ_P,10
2018,DX21,BHVESTJ_P,6.3
2018,DX20,BHVESTJ_P,8.8
2018,DX19,BHVESTJ_P,6.7
2018,DX15,BHVESTJ_P,11.9
2018,DX16,BHVESTJ_P,10.3
2018,DX13,BHVESTJ_P,9
2018,DX09,BHVESTJ_P,8.3
2018,DX10,BHVESTJ_P,7.3
2018,DX08,BHVESTJ_P,8.8
2018,DX11,BHVESTJ_P,8.9
2018,DX12,BHVESTJ_P,9.3
2018,DX14,BHVESTJ_P,10.8
2018,ZX99,BHVESTJ_P,9.4
2008,ZX99,BHVESTK,58
2008,DX01,BHVESTK,523
2008,DX04,BHVESTK,49
2008,DX05,BHVESTK,177
2008,DX06,BHVESTK,105
2008,DX03,BHVESTK,101
2008,DX02,BHVESTK,442
2008,DX11,BHVESTK,302
2008,DX13,BHVESTK,73
2008,DX10,BHVESTK,657
2008,DX08,BHVESTK,93
2008,DX07,BHVESTK,77
2008,DX12,BHVESTK,236
2008,DX09,BHVESTK,82
2008,DX15,BHVESTK,143
2008,DX19,BHVESTK,58
2008,DX14,BHVESTK,123
2008,DX16,BHVESTK,25
2008,DX18,BHVESTK,96
2008,DX17,BHVESTK,45
2008,DX21,BHVESTK,29
2008,DX20,BHVESTK,142
2008,DX22,BHVESTK,37
2009,DX12,BHVESTK,223
2009,DX11,BHVESTK,308
2009,DX13,BHVESTK,62
2009,DX09,BHVESTK,91
2009,DX07,BHVESTK,74
2009,DX10,BHVESTK,615
2009,DX08,BHVESTK,91
2009,DX20,BHVESTK,142
2009,DX17,BHVESTK,47
2009,DX19,BHVESTK,57
2009,DX18,BHVESTK,92
2009,DX14,BHVESTK,122
2009,DX15,BHVESTK,137
2009,DX16,BHVESTK,46
2009,DX21,BHVESTK,34
2009,DX22,BHVESTK,36
2009,DX03,BHVESTK,84
2009,DX05,BHVESTK,181
2009,DX02,BHVESTK,419
2009,DX01,BHVESTK,519
2009,DX06,BHVESTK,103
2009,DX04,BHVESTK,47
2009,ZX99,BHVESTK,58
2010,DX21,BHVESTK,29
2010,DX17,BHVESTK,47
2010,DX19,BHVESTK,57
2010,DX20,BHVESTK,135
2010,DX18,BHVESTK,72
2010,DX22,BHVESTK,30
2010,DX08,BHVESTK,94
2010,DX07,BHVESTK,69
2010,DX09,BHVESTK,84
2010,DX05,BHVESTK,168
2010,DX03,BHVESTK,69
2010,DX04,BHVESTK,43
2010,DX06,BHVESTK,100
2010,DX15,BHVESTK,137
2010,DX14,BHVESTK,117
2010,DX12,BHVESTK,209
2010,DX16,BHVESTK,45
2010,DX13,BHVESTK,59
2010,DX10,BHVESTK,586
2010,DX11,BHVESTK,271
2010,DX01,BHVESTK,502
2010,DX02,BHVESTK,370
2010,ZX99,BHVESTK,54
2011,DX06,BHVESTK,95
2011,DX05,BHVESTK,152
2011,DX07,BHVESTK,65
2011,DX03,BHVESTK,70
2011,DX08,BHVESTK,85
2011,DX04,BHVESTK,45
2011,DX02,BHVESTK,367
2011,DX09,BHVESTK,76
2011,DX11,BHVESTK,262
2011,DX12,BHVESTK,201
2011,DX10,BHVESTK,573
2011,DX13,BHVESTK,55
2011,DX14,BHVESTK,106
2011,DX22,BHVESTK,31
2011,DX15,BHVESTK,129
2011,DX16,BHVESTK,53
2011,DX20,BHVESTK,130
2011,DX21,BHVESTK,29
2011,DX17,BHVESTK,49
2011,DX18,BHVESTK,79
2011,DX19,BHVESTK,55
2011,DX01,BHVESTK,485
2011,ZX99,BHVESTK,60
2012,DX15,BHVESTK,124
2012,DX13,BHVESTK,54
2012,DX11,BHVESTK,293
2012,DX14,BHVESTK,109
2012,DX10,BHVESTK,548
2012,DX12,BHVESTK,187
2012,DX17,BHVESTK,46
2012,DX20,BHVESTK,128
2012,DX19,BHVESTK,45
2012,DX22,BHVESTK,34
2012,DX18,BHVESTK,80
2012,DX16,BHVESTK,67
2012,DX21,BHVESTK,32
2012,DX01,BHVESTK,473
2012,DX02,BHVESTK,369
2012,DX07,BHVESTK,72
2012,DX08,BHVESTK,80
2012,DX09,BHVESTK,72
2012,DX04,BHVESTK,39
2012,DX03,BHVESTK,67
2012,DX06,BHVESTK,93
2012,DX05,BHVESTK,162
2012,ZX99,BHVESTK,61
2013,DX22,BHVESTK,32
2013,DX03,BHVESTK,66
2013,DX05,BHVESTK,165
2013,DX07,BHVESTK,62
2013,DX04,BHVESTK,39
2013,DX01,BHVESTK,471
2013,DX06,BHVESTK,87
2013,DX02,BHVESTK,356
2013,DX14,BHVESTK,109
2013,DX10,BHVESTK,523
2013,DX12,BHVESTK,177
2013,DX08,BHVESTK,89
2013,DX09,BHVESTK,71
2013,DX11,BHVESTK,291
2013,DX13,BHVESTK,55
2013,DX17,BHVESTK,42
2013,DX20,BHVESTK,137
2013,DX19,BHVESTK,51
2013,DX15,BHVESTK,125
2013,DX18,BHVESTK,83
2013,DX16,BHVESTK,75
2013,DX21,BHVESTK,22
2013,ZX99,BHVESTK,58
2014,DX04,BHVESTK,37
2014,DX08,BHVESTK,88
2014,DX06,BHVESTK,91
2014,DX05,BHVESTK,154
2014,DX07,BHVESTK,62
2014,DX03,BHVESTK,70
2014,DX02,BHVESTK,352
2014,DX14,BHVESTK,101
2014,DX11,BHVESTK,276
2014,DX13,BHVESTK,61
2014,DX09,BHVESTK,71
2014,DX12,BHVESTK,177
2014,DX15,BHVESTK,113
2014,DX10,BHVESTK,517
2014,DX16,BHVESTK,69
2014,DX22,BHVESTK,28
2014,DX20,BHVESTK,136
2014,DX19,BHVESTK,49
2014,DX18,BHVESTK,87
2014,DX17,BHVESTK,40
2014,DX21,BHVESTK,23
2014,DX01,BHVESTK,438
2014,ZX99,BHVESTK,62
2015,ZX99,BHVESTK,65
2015,DX11,BHVESTK,277
2015,DX07,BHVESTK,65
2015,DX08,BHVESTK,85
2015,DX12,BHVESTK,168
2015,DX06,BHVESTK,99
2015,DX09,BHVESTK,67
2015,DX10,BHVESTK,515
2015,DX19,BHVESTK,46
2015,DX15,BHVESTK,115
2015,DX18,BHVESTK,77
2015,DX17,BHVESTK,44
2015,DX16,BHVESTK,67
2015,DX14,BHVESTK,99
2015,DX13,BHVESTK,59
2015,DX21,BHVESTK,25
2015,DX22,BHVESTK,26
2015,DX20,BHVESTK,141
2015,DX04,BHVESTK,38
2015,DX05,BHVESTK,165
2015,DX01,BHVESTK,432
2015,DX03,BHVESTK,71
2015,DX02,BHVESTK,369
2016,DX17,BHVESTK,39
2016,DX12,BHVESTK,155
2016,DX14,BHVESTK,96
2016,DX13,BHVESTK,59
2016,DX16,BHVESTK,67
2016,DX18,BHVESTK,83
2016,DX15,BHVESTK,116
2016,DX22,BHVESTK,24
2016,DX19,BHVESTK,45
2016,DX20,BHVESTK,138
2016,DX21,BHVESTK,26
2016,DX03,BHVESTK,69
2016,DX01,BHVESTK,429
2016,DX05,BHVESTK,160
2016,DX02,BHVESTK,363
2016,DX04,BHVESTK,41
2016,DX10,BHVESTK,496
2016,DX08,BHVESTK,82
2016,DX11,BHVESTK,272
2016,DX07,BHVESTK,67
2016,DX06,BHVESTK,101
2016,DX09,BHVESTK,70
2016,ZX99,BHVESTK,70
2017,DX01,BHVESTK,444
2017,DX02,BHVESTK,372
2017,DX03,BHVESTK,63
2017,DX06,BHVESTK,101
2017,DX07,BHVESTK,65
2017,DX08,BHVESTK,84
2017,DX04,BHVESTK,43
2017,DX09,BHVESTK,70
2017,DX05,BHVESTK,155
2017,DX10,BHVESTK,499
2017,DX11,BHVESTK,289
2017,DX15,BHVESTK,116
2017,DX12,BHVESTK,164
2017,DX13,BHVESTK,63
2017,DX17,BHVESTK,40
2017,DX14,BHVESTK,96
2017,DX16,BHVESTK,72
2017,DX20,BHVESTK,146
2017,DX21,BHVESTK,28
2017,DX19,BHVESTK,50
2017,DX18,BHVESTK,91
2017,DX22,BHVESTK,27
2017,ZX99,BHVESTK,66
2018,DX06,BHVESTK,105
2018,DX02,BHVESTK,353
2018,DX05,BHVESTK,147
2018,DX03,BHVESTK,61
2018,DX07,BHVESTK,70
2018,DX04,BHVESTK,41
2018,DX01,BHVESTK,433
2018,ZX99,BHVESTK,58
2018,DX09,BHVESTK,64
2018,DX10,BHVESTK,488
2018,DX14,BHVESTK,99
2018,DX11,BHVESTK,311
2018,DX12,BHVESTK,152
2018,DX13,BHVESTK,69
2018,DX08,BHVESTK,74
2018,DX16,BHVESTK,79
2018,DX20,BHVESTK,147
